"ID","Total.Enrollment","Female","Male","Asian","Black","Hispanic","White","Disabilities","English.Language.Learners","Poverty","Economic.Needs.Index","MAT_num_tested","MAT_mean_score","ELA_num_tested","ELA_mean_score"
"06M314 2016",270,0.519,0.481,0.041,0.033,0.456,0.419,0.119,0.044,0.348,0.377,86,320,86,90
"06M314 2017",281,0.516,0.484,0.057,0.021,0.423,0.438,0.135,0.05,0.253,0.367,109,328,107,94
"06M319 2013",634,0.476,0.524,0.002,0.044,0.945,0.008,0.174,0.353,0.979,NA,607,290,576,47
"06M319 2014",637,0.474,0.526,0.005,0.049,0.937,0.008,0.177,0.342,0.965,NA,601,294,579,47
"06M319 2015",615,0.473,0.527,0.003,0.052,0.93,0.013,0.187,0.322,0.945,0.83,561,290,543,44
"06M319 2016",534,0.485,0.515,0.004,0.052,0.929,0.013,0.193,0.307,0.878,0.82,432,286,426,54
"06M319 2017",471,0.471,0.529,0.002,0.049,0.928,0.019,0.217,0.321,0.928,0.784,351,295,382,60
"06M322 2013",428,0.488,0.512,0.009,0.026,0.944,0.019,0.178,0.404,0.953,NA,420,282,385,37
"06M322 2014",380,0.484,0.516,0.013,0.016,0.95,0.021,0.179,0.476,0.95,NA,378,282,339,40
"06M322 2015",323,0.477,0.523,0.006,0.019,0.954,0.012,0.164,0.508,0.916,0.844,327,279,292,36
"06M322 2016",319,0.47,0.53,0.003,0.031,0.95,0.013,0.21,0.508,0.918,0.84,298,285,269,47
"06M322 2017",321,0.486,0.514,0.006,0.037,0.938,0.016,0.202,0.414,0.916,0.835,305,288,278,52
"06M324 2013",424,0.486,0.514,0.014,0.092,0.858,0.031,0.205,0.401,0.936,NA,407,297,393,45
"06M324 2014",450,0.478,0.522,0.018,0.107,0.853,0.02,0.242,0.351,0.929,NA,385,297,407,50
"06M324 2015",476,0.462,0.538,0.017,0.103,0.849,0.027,0.242,0.34,0.847,0.771,349,298,413,50
"06M324 2016",449,0.49,0.51,0.016,0.107,0.846,0.027,0.241,0.272,0.857,0.719,376,297,391,57
"06M324 2017",423,0.494,0.506,0.005,0.118,0.851,0.024,0.239,0.317,0.891,0.724,358,292,357,55
"06M325 2013",296,0.405,0.595,0.003,0.061,0.912,0.024,0.253,0.402,0.956,NA,150,280,148,38
"06M325 2014",283,0.431,0.569,0.011,0.071,0.905,0.011,0.265,0.403,0.961,NA,151,283,134,43
"06M325 2015",280,0.507,0.493,0.004,0.046,0.918,0.029,0.239,0.4,0.964,0.847,131,280,128,45
"06M325 2016",243,0.469,0.531,0,0.049,0.914,0.037,0.23,0.317,0.967,0.841,115,275,114,51
"06M325 2017",215,0.516,0.484,0.009,0.056,0.86,0.07,0.233,0.363,0.949,0.85,102,261,97,47
"06M328 2013",357,0.389,0.611,0.006,0.087,0.896,0.011,0.235,0.451,0.966,NA,341,265,313,28
"06M328 2014",292,0.325,0.675,0.003,0.113,0.873,0.01,0.205,0.397,0.983,NA,281,268,266,36
"06M328 2015",213,0.39,0.61,0.005,0.146,0.845,0.005,0.244,0.376,0.934,0.823,200,268,195,26
"06M328 2016",148,0.345,0.655,0.014,0.122,0.851,0.014,0.345,0.365,0.98,0.824,133,262,127,38
"06M328 2017",246,0.427,0.573,0.024,0.154,0.813,0.008,0.317,0.48,0.939,0.76,232,266,189,37
"06M346 2013",551,0.475,0.525,0.002,0.049,0.933,0.013,0.187,0.307,0.935,NA,190,271,189,38
"06M346 2014",600,0.498,0.502,0.002,0.067,0.915,0.013,0.193,0.29,0.922,NA,227,286,228,51
"06M346 2015",629,0.504,0.496,0.002,0.059,0.916,0.021,0.197,0.246,0.901,0.854,246,286,244,51
"06M346 2016",645,0.505,0.495,0.006,0.068,0.907,0.012,0.2,0.195,0.926,0.825,259,292,257,64
"06M346 2017",663,0.499,0.501,0.009,0.078,0.894,0.011,0.186,0.169,0.913,0.809,263,289,262,67
"06M348 2013",632,0.437,0.563,0.002,0.017,0.973,0.003,0.204,0.176,1,NA,246,306,246,55
"06M348 2014",650,0.429,0.571,0.003,0.017,0.972,0.003,0.198,0.163,1,NA,264,307,262,59
"06M348 2015",705,0.44,0.56,0.006,0.031,0.942,0.018,0.197,0.177,1,0.816,264,306,264,59
"06M348 2016",760,0.437,0.563,0.005,0.033,0.942,0.017,0.205,0.171,1,0.8,241,298,240,65
"06M348 2017",806,0.444,0.556,0.01,0.04,0.919,0.027,0.203,0.172,1,0.777,216,283,249,66
"06M349 2013",161,0.466,0.534,0,0,1,0,0.006,0.975,1,NA,162,267,123,8
"06M349 2014",161,0.491,0.509,0,0,1,0,0.025,0.981,1,NA,158,270,124,14
"06M349 2015",137,0.416,0.584,0,0,1,0,0.007,0.964,0.985,0.858,153,267,106,9
"06M349 2016",137,0.416,0.584,0,0,1,0,0.007,0.912,0.92,0.844,150,272,95,22
"06M349 2017",155,0.477,0.523,0,0,0.994,0,0,0.903,0.948,0.73,162,278,101,26
"06M366 2013",395,0.534,0.466,0.018,0.013,0.929,0.025,0.084,0.228,0.863,NA,154,302,154,70
"06M366 2014",425,0.536,0.464,0.012,0.009,0.936,0.026,0.115,0.202,0.901,NA,178,309,177,65
"06M366 2015",473,0.552,0.448,0.023,0.023,0.915,0.027,0.135,0.18,0.873,0.747,234,306,236,64
"06M366 2016",511,0.562,0.438,0.018,0.012,0.941,0.018,0.153,0.168,0.877,0.747,261,310,261,75
"06M366 2017",563,0.563,0.437,0.023,0.016,0.927,0.023,0.133,0.167,0.893,0.735,277,321,290,83
"06M368 2013",240,0.5,0.5,0.054,0.246,0.592,0.092,0.129,0.233,0.754,NA,110,291,109,58
"06M368 2014",246,0.467,0.533,0.061,0.24,0.585,0.102,0.093,0.215,0.821,NA,55,293,54,54
"06M368 2015",227,0.427,0.573,0.048,0.251,0.568,0.115,0.106,0.203,0.802,0.74,49,288,51,48
"06M368 2016",216,0.449,0.551,0.051,0.194,0.579,0.148,0.125,0.162,0.773,0.681,57,291,54,57
"06M368 2017",202,0.46,0.54,0.035,0.198,0.564,0.153,0.144,0.183,0.708,0.65,57,278,61,46
"06M513 2016",193,0.518,0.482,0.021,0.109,0.642,0.207,0.295,0.161,0.591,0.565,3,NA,3,135
"06M513 2017",227,0.507,0.493,0.018,0.106,0.648,0.198,0.313,0.269,0.612,0.579,16,329,19,87
"06M528 2013",251,0.57,0.43,0.004,0.024,0.964,0.008,0.171,0.131,0.968,NA,241,280,239,49
"06M528 2014",226,0.549,0.451,0.004,0.018,0.973,0.004,0.221,0.15,0.978,NA,217,278,210,50
"06M528 2015",197,0.574,0.426,0.005,0.02,0.964,0.01,0.239,0.178,0.98,0.854,180,284,176,47
"06M528 2016",206,0.534,0.466,0.01,0.019,0.966,0.005,0.223,0.194,0.966,0.826,161,283,161,55
"06M528 2017",199,0.563,0.437,0.01,0.02,0.965,0.005,0.186,0.231,0.955,0.803,160,288,153,54
"07X001 2013",672,0.485,0.515,0.004,0.214,0.751,0.019,0.18,0.305,0.984,NA,292,286,289,44
"07X001 2014",685,0.495,0.505,0.004,0.212,0.752,0.022,0.158,0.245,0.991,NA,317,288,306,48
"07X001 2015",707,0.491,0.509,0.006,0.219,0.745,0.025,0.158,0.239,0.98,0.908,323,281,306,47
"07X001 2016",686,0.494,0.506,0.004,0.226,0.741,0.023,0.181,0.254,0.988,0.888,307,276,301,53
"07X001 2017",622,0.492,0.508,0.002,0.227,0.748,0.023,0.206,0.275,0.986,0.882,290,271,277,46
"07X005 2013",609,0.461,0.539,0.003,0.225,0.752,0.007,0.189,0.227,0.938,NA,328,278,315,46
"07X005 2014",701,0.471,0.529,0.001,0.255,0.719,0.01,0.218,0.211,0.939,NA,387,276,386,47
"07X005 2015",799,0.477,0.523,0.001,0.23,0.738,0.019,0.217,0.222,0.901,0.9,496,275,479,44
"07X005 2016",760,0.497,0.503,0.001,0.268,0.707,0.014,0.228,0.236,0.978,0.904,475,282,455,54
"07X005 2017",722,0.489,0.511,0.003,0.276,0.698,0.015,0.216,0.238,0.96,0.898,437,284,426,53
"07X018 2013",525,0.495,0.505,0.015,0.305,0.642,0.008,0.219,0.269,0.954,NA,243,277,240,38
"07X018 2014",544,0.465,0.535,0.028,0.305,0.645,0.002,0.259,0.226,0.932,NA,268,281,266,37
"07X018 2015",576,0.464,0.536,0.023,0.285,0.667,0.01,0.267,0.266,0.938,0.909,270,287,265,43
"07X018 2016",624,0.468,0.532,0.022,0.293,0.643,0.026,0.271,0.261,0.958,0.909,281,289,272,53
"07X018 2017",601,0.453,0.547,0.022,0.275,0.662,0.028,0.251,0.293,0.973,0.902,263,283,250,48
"07X025 2013",429,0.473,0.527,0,0.107,0.888,0.005,0.212,0.319,0.991,NA,155,286,145,52
"07X025 2014",470,0.462,0.538,0.002,0.102,0.887,0.004,0.223,0.23,0.966,NA,194,293,184,46
"07X025 2015",490,0.451,0.549,0.002,0.084,0.906,0.002,0.251,0.212,0.978,0.854,181,292,173,58
"07X025 2016",506,0.457,0.543,0.012,0.107,0.866,0.01,0.259,0.14,0.978,0.833,192,297,181,65
"07X025 2017",500,0.444,0.556,0.014,0.108,0.862,0.01,0.264,0.166,0.966,0.829,180,293,161,62
"07X029 2013",720,0.496,0.504,0.014,0.321,0.642,0.019,0.231,0.138,0.969,NA,446,279,429,42
"07X029 2014",738,0.481,0.519,0.02,0.325,0.644,0.004,0.252,0.163,0.986,NA,433,272,445,38
"07X029 2015",750,0.484,0.516,0.023,0.296,0.661,0.012,0.221,0.161,0.985,0.874,462,273,471,40
"07X029 2016",758,0.471,0.529,0.025,0.284,0.673,0.009,0.236,0.131,0.968,0.872,459,272,487,47
"07X029 2017",770,0.486,0.514,0.025,0.287,0.668,0.012,0.229,0.145,0.894,0.867,394,272,464,46
"07X030 2013",524,0.5,0.5,0.01,0.197,0.777,0.013,0.174,0.2,0.945,NA,244,276,235,47
"07X030 2014",565,0.501,0.499,0.012,0.207,0.758,0.018,0.191,0.142,0.954,NA,239,283,233,45
"07X030 2015",624,0.479,0.521,0.018,0.223,0.737,0.018,0.218,0.143,0.947,0.91,267,276,259,41
"07X030 2016",584,0.517,0.483,0.015,0.205,0.753,0.021,0.229,0.17,0.961,0.903,273,266,274,45
"07X030 2017",590,0.51,0.49,0.012,0.202,0.751,0.029,0.222,0.181,0.902,0.906,274,282,268,53
"07X031 2013",630,0.506,0.494,0.021,0.241,0.722,0.01,0.206,0.117,0.963,NA,393,282,395,46
"07X031 2014",681,0.502,0.498,0.018,0.253,0.703,0.016,0.219,0.151,0.954,NA,396,277,389,38
"07X031 2015",729,0.488,0.512,0.021,0.252,0.706,0.016,0.218,0.174,0.967,0.858,424,270,411,37
"07X031 2016",747,0.469,0.531,0.024,0.265,0.691,0.015,0.253,0.129,0.929,0.858,396,268,404,46
"07X031 2017",731,0.46,0.54,0.023,0.268,0.681,0.021,0.246,0.129,0.927,0.864,393,268,396,46
"07X043 2013",497,0.501,0.499,0.004,0.254,0.726,0.012,0.217,0.097,0.974,NA,218,282,216,50
"07X043 2014",536,0.502,0.498,0.006,0.265,0.722,0.007,0.231,0.09,0.974,NA,207,293,200,51
"07X043 2015",525,0.478,0.522,0.004,0.276,0.703,0.013,0.238,0.097,0.95,0.883,204,293,203,53
"07X043 2016",499,0.513,0.487,0,0.271,0.707,0.012,0.242,0.092,0.968,0.891,206,297,202,63
"07X043 2017",470,0.515,0.485,0.006,0.281,0.698,0.011,0.232,0.121,0.97,0.904,231,297,227,61
"07X049 2013",661,0.493,0.507,0,0.293,0.688,0.009,0.224,0.207,0.977,NA,300,284,294,43
"07X049 2014",668,0.476,0.524,0.001,0.296,0.684,0.01,0.238,0.193,0.976,NA,307,287,299,41
"07X049 2015",713,0.48,0.52,0.003,0.289,0.686,0.006,0.22,0.163,0.978,0.918,321,292,315,47
"07X049 2016",688,0.493,0.507,0.004,0.294,0.682,0.007,0.25,0.161,0.975,0.904,288,298,288,59
"07X049 2017",662,0.485,0.515,0.003,0.275,0.702,0.009,0.263,0.162,0.98,0.903,274,308,273,68
"07X065 2013",417,0.477,0.523,0.017,0.278,0.698,0.005,0.235,0.204,0.986,NA,171,275,166,38
"07X065 2014",450,0.491,0.509,0.016,0.296,0.68,0.002,0.256,0.158,0.991,NA,185,276,186,33
"07X065 2015",423,0.492,0.508,0.024,0.326,0.636,0.007,0.236,0.125,0.988,0.956,170,275,172,39
"07X065 2016",436,0.5,0.5,0.025,0.317,0.64,0.011,0.241,0.122,0.989,0.952,169,285,163,52
"07X065 2017",425,0.504,0.496,0.016,0.358,0.605,0.014,0.2,0.122,0.995,0.952,163,293,164,57
"07X151 2013",280,0.482,0.518,0.004,0.368,0.621,0.007,0.25,0.286,0.957,NA,265,271,247,35
"07X151 2014",275,0.444,0.556,0.018,0.324,0.655,0.004,0.287,0.291,0.945,NA,277,271,259,37
"07X151 2015",253,0.462,0.538,0.012,0.273,0.708,0.004,0.277,0.348,0.933,0.889,254,265,232,35
"07X151 2016",255,0.49,0.51,0.012,0.282,0.694,0.008,0.271,0.337,0.973,0.886,251,264,235,42
"07X151 2017",245,0.478,0.522,0,0.278,0.702,0.02,0.261,0.306,0.959,0.868,223,261,209,43
"07X154 2013",527,0.461,0.539,0.008,0.343,0.598,0.019,0.205,0.14,0.966,NA,244,273,243,42
"07X154 2014",449,0.486,0.514,0.018,0.327,0.592,0.022,0.223,0.114,0.955,NA,203,277,201,41
"07X154 2015",405,0.481,0.519,0,0.375,0.59,0.022,0.195,0.123,0.965,0.927,178,287,176,54
"07X154 2016",391,0.445,0.555,0,0.404,0.568,0.013,0.228,0.105,0.959,0.916,177,294,177,65
"07X154 2017",385,0.46,0.54,0.003,0.405,0.564,0.018,0.21,0.106,0.979,0.915,175,293,179,64
"07X157 2013",676,0.51,0.49,0.003,0.336,0.658,0.001,0.172,0.101,0.956,NA,311,288,304,53
"07X157 2014",664,0.52,0.48,0.002,0.322,0.673,0.002,0.19,0.093,0.961,NA,301,292,297,51
"07X157 2015",655,0.504,0.496,0.003,0.307,0.689,0,0.168,0.096,0.954,0.863,277,293,273,56
"07X157 2016",657,0.493,0.507,0.003,0.304,0.688,0.002,0.23,0.091,0.959,0.857,283,291,280,60
"07X157 2017",644,0.475,0.525,0.002,0.321,0.671,0.002,0.208,0.101,0.957,0.842,287,291,288,59
"07X161 2013",544,0.445,0.555,0.006,0.243,0.722,0.024,0.298,0.235,0.967,NA,231,278,226,47
"07X161 2014",526,0.433,0.567,0.008,0.217,0.753,0.017,0.285,0.234,0.975,NA,243,286,237,46
"07X161 2015",529,0.461,0.539,0.008,0.225,0.745,0.019,0.248,0.219,0.979,0.885,218,295,211,55
"07X161 2016",542,0.465,0.535,0.007,0.227,0.734,0.024,0.271,0.186,0.952,0.874,199,287,198,55
"07X161 2017",509,0.454,0.546,0.006,0.216,0.758,0.014,0.255,0.187,0.921,0.856,175,290,175,65
"07X162 2013",440,0.507,0.493,0.009,0.277,0.711,0.002,0.33,0.252,0.836,NA,393,268,382,38
"07X162 2014",395,0.463,0.537,0.01,0.284,0.696,0.01,0.329,0.253,0.927,NA,371,270,352,36
"07X162 2015",375,0.443,0.557,0.008,0.293,0.691,0.008,0.312,0.251,0.899,0.897,340,265,318,35
"07X162 2016",368,0.438,0.563,0.005,0.288,0.698,0.005,0.304,0.236,0.91,0.898,338,264,325,41
"07X162 2017",380,0.424,0.576,0,0.268,0.729,0,0.353,0.208,0.911,0.906,344,260,332,38
"07X179 2013",388,0.482,0.518,0.01,0.165,0.802,0.005,0.196,0.268,0.961,NA,172,284,168,55
"07X179 2014",384,0.471,0.529,0,0.161,0.805,0.003,0.245,0.284,0.945,NA,162,293,163,54
"07X179 2015",397,0.486,0.514,0.003,0.166,0.809,0.003,0.237,0.345,0.922,0.879,154,288,154,51
"07X179 2016",373,0.475,0.525,0.008,0.15,0.828,0,0.225,0.3,0.979,0.89,158,288,154,56
"07X179 2017",357,0.479,0.521,0.008,0.129,0.838,0.006,0.224,0.294,0.969,0.886,147,290,147,53
"07X221 2013",636,0.511,0.489,0.003,0.28,0.706,0.008,0.226,0.068,0.932,NA,270,280,272,45
"07X221 2014",644,0.509,0.491,0.009,0.256,0.719,0.011,0.233,0.056,0.958,NA,277,295,277,51
"07X221 2015",654,0.514,0.486,0.009,0.257,0.711,0.012,0.242,0.073,0.968,0.873,278,295,279,50
"07X221 2016",654,0.505,0.495,0.012,0.243,0.72,0.017,0.249,0.081,0.966,0.877,279,296,279,61
"07X221 2017",657,0.525,0.475,0.018,0.233,0.721,0.017,0.248,0.062,0.956,0.859,274,294,274,66
"07X223 2013",414,0.519,0.481,0.002,0.258,0.734,0.005,0.179,0.085,0.971,NA,402,301,404,60
"07X223 2014",451,0.503,0.497,0.004,0.233,0.758,0.004,0.204,0.078,0.978,NA,307,305,336,65
"07X223 2015",502,0.524,0.476,0.004,0.211,0.779,0.006,0.217,0.086,0.97,0.861,274,308,274,66
"07X223 2016",595,0.491,0.509,0.003,0.198,0.788,0.007,0.227,0.089,0.963,0.854,271,310,272,73
"07X223 2017",697,0.481,0.519,0.004,0.184,0.802,0.007,0.212,0.083,0.968,0.849,280,305,281,72
"07X224 2013",339,0.472,0.528,0.003,0.221,0.743,0.029,0.268,0.366,0.979,NA,334,271,307,34
"07X224 2014",327,0.498,0.502,0,0.193,0.774,0.028,0.242,0.343,0.982,NA,325,278,317,36
"07X224 2015",362,0.478,0.522,0,0.232,0.738,0.019,0.26,0.304,0.989,0.903,335,281,324,44
"07X224 2016",367,0.477,0.523,0.003,0.245,0.738,0.008,0.256,0.264,0.978,0.914,342,266,328,47
"07X224 2017",389,0.437,0.563,0.003,0.252,0.733,0.005,0.283,0.216,0.979,0.894,364,266,343,49
"07X277 2013",471,0.478,0.522,0.011,0.248,0.72,0.002,0.221,0.161,0.953,NA,239,285,236,49
"07X277 2014",435,0.464,0.536,0.011,0.223,0.729,0.011,0.207,0.168,0.954,NA,201,291,200,49
"07X277 2015",468,0.476,0.524,0.011,0.235,0.733,0.006,0.186,0.162,0.942,0.894,191,300,192,53
"07X277 2016",444,0.493,0.507,0.005,0.234,0.736,0.007,0.216,0.164,0.973,0.913,190,301,190,67
"07X277 2017",461,0.508,0.492,0.009,0.243,0.725,0.004,0.195,0.148,0.972,0.899,193,300,192,70
"07X296 2013",401,0.559,0.441,0.01,0.379,0.608,0,0.239,0.112,0.813,NA,365,276,362,42
"07X296 2014",377,0.541,0.459,0.008,0.371,0.607,0,0.257,0.119,0.862,NA,350,273,350,43
"07X296 2015",349,0.521,0.479,0.006,0.367,0.61,0.006,0.292,0.123,0.848,0.902,310,274,314,42
"07X296 2016",336,0.452,0.548,0.006,0.336,0.634,0.009,0.295,0.125,0.83,0.901,306,276,300,52
"07X296 2017",296,0.503,0.497,0.007,0.338,0.632,0.007,0.28,0.125,0.828,0.901,254,280,256,56
"07X298 2013",313,0.495,0.505,0.003,0.233,0.764,0,0.204,0.335,0.815,NA,303,272,292,31
"07X298 2014",363,0.51,0.49,0.003,0.242,0.749,0.003,0.248,0.3,0.873,NA,340,269,328,33
"07X298 2015",352,0.472,0.528,0.006,0.278,0.705,0.009,0.264,0.236,0.841,0.886,320,268,324,42
"07X298 2016",312,0.455,0.545,0.003,0.26,0.724,0.013,0.285,0.228,0.824,0.881,257,271,278,49
"07X298 2017",256,0.453,0.547,0,0.207,0.773,0.016,0.285,0.285,0.785,0.864,212,273,227,51
"07X343 2013",285,0.498,0.502,0.014,0.295,0.681,0.007,0.288,0.158,0.954,NA,266,284,264,44
"07X343 2014",296,0.446,0.554,0.014,0.26,0.709,0.01,0.267,0.149,0.929,NA,279,291,278,48
"07X343 2015",306,0.461,0.539,0.01,0.252,0.725,0.007,0.268,0.108,0.833,0.882,289,301,289,52
"07X343 2016",304,0.487,0.513,0.007,0.263,0.724,0.007,0.247,0.099,0.941,0.878,263,304,291,68
"07X343 2017",302,0.45,0.55,0.007,0.265,0.715,0.007,0.245,0.089,0.914,0.878,265,297,295,69
"07X359 2015",275,0.444,0.556,0.004,0.335,0.625,0.025,0.211,0.244,1,0.858,49,334,49,90
"07X359 2016",303,0.455,0.545,0.003,0.327,0.62,0.03,0.221,0.231,0.96,0.829,82,352,81,103
"07X359 2017",342,0.468,0.532,0.003,0.322,0.643,0.023,0.211,0.187,0.947,0.788,127,341,125,99
"07X369 2013",312,0.462,0.538,0,0.154,0.814,0.029,0.272,0.404,0.987,NA,140,281,138,35
"07X369 2014",314,0.481,0.519,0,0.178,0.787,0.032,0.322,0.424,0.987,NA,139,272,136,30
"07X369 2015",270,0.485,0.515,0,0.137,0.852,0.011,0.322,0.456,0.996,0.918,108,274,104,30
"07X369 2016",253,0.474,0.526,0,0.178,0.814,0.008,0.328,0.47,0.988,0.911,96,269,94,39
"07X369 2017",237,0.481,0.519,0,0.173,0.81,0.008,0.283,0.451,0.975,0.908,106,274,105,47
"07X500 2013",528,0.561,0.439,0.025,0.22,0.744,0.002,0.131,0.059,0.805,NA,186,298,189,61
"07X500 2014",537,0.531,0.469,0.039,0.209,0.732,0.006,0.162,0.067,0.784,NA,159,285,185,52
"07X500 2015",544,0.533,0.467,0.029,0.206,0.733,0.015,0.184,0.046,0.783,0.802,147,274,193,50
"07X500 2016",520,0.521,0.479,0.025,0.183,0.762,0.012,0.19,0.048,0.802,0.809,150,280,164,58
"07X500 2017",527,0.537,0.463,0.03,0.199,0.744,0.011,0.197,0.047,0.787,0.8,136,282,166,66
"07X551 2013",561,0.551,0.449,0.002,0.321,0.665,0.009,0.216,0.109,0.963,NA,221,272,220,39
"07X551 2014",584,0.546,0.454,0.007,0.291,0.687,0.01,0.223,0.132,0.918,NA,230,270,233,35
"07X551 2015",591,0.509,0.491,0.008,0.311,0.657,0.022,0.252,0.135,0.936,0.885,241,271,239,38
"07X551 2016",600,0.523,0.477,0.007,0.302,0.665,0.022,0.282,0.137,0.9,0.876,248,266,250,47
"07X551 2017",592,0.505,0.495,0.007,0.309,0.65,0.03,0.296,0.13,0.899,0.874,230,267,234,52
"08X014 2013",610,0.446,0.554,0.02,0.046,0.603,0.326,0.185,0.052,0.656,NA,313,306,309,67
"08X014 2014",607,0.451,0.549,0.025,0.048,0.629,0.295,0.227,0.053,0.636,NA,316,307,316,66
"08X014 2015",612,0.479,0.521,0.029,0.049,0.649,0.261,0.234,0.046,0.665,0.481,308,308,304,66
"08X014 2016",599,0.476,0.524,0.038,0.055,0.654,0.239,0.224,0.052,0.619,0.433,290,303,285,76
"08X014 2017",576,0.491,0.509,0.049,0.052,0.667,0.214,0.208,0.061,0.592,0.404,285,306,282,76
"08X036 2013",718,0.503,0.497,0.171,0.106,0.675,0.031,0.177,0.131,1,NA,308,306,305,66
"08X036 2014",704,0.483,0.517,0.165,0.109,0.675,0.027,0.205,0.115,1,NA,298,310,292,62
"08X036 2015",789,0.477,0.523,0.155,0.103,0.674,0.039,0.205,0.128,1,0.75,310,305,303,68
"08X036 2016",777,0.456,0.544,0.185,0.113,0.645,0.031,0.202,0.154,1,0.726,328,303,316,63
"08X036 2017",743,0.482,0.518,0.236,0.097,0.61,0.031,0.175,0.16,1,0.708,329,308,317,67
"08X048 2013",830,0.482,0.518,0.001,0.265,0.722,0.006,0.218,0.167,1,NA,336,285,327,47
"08X048 2014",855,0.488,0.512,0.001,0.267,0.71,0.013,0.265,0.146,1,NA,327,282,319,38
"08X048 2015",873,0.495,0.505,0.006,0.249,0.727,0.01,0.263,0.176,1,0.914,334,279,318,40
"08X048 2016",824,0.471,0.529,0.01,0.265,0.71,0.011,0.285,0.18,1,0.903,325,279,313,47
"08X048 2017",815,0.504,0.496,0.009,0.263,0.709,0.013,0.266,0.182,1,0.903,337,275,327,46
"08X062 2013",748,0.464,0.536,0.004,0.209,0.77,0.012,0.191,0.122,0.952,NA,297,282,289,45
"08X062 2014",766,0.462,0.538,0.003,0.211,0.76,0.021,0.248,0.089,0.969,NA,312,290,303,45
"08X062 2015",798,0.456,0.544,0.003,0.219,0.746,0.026,0.259,0.112,0.967,0.877,311,288,304,45
"08X062 2016",788,0.433,0.567,0.003,0.198,0.766,0.027,0.289,0.11,0.97,0.877,323,294,310,57
"08X062 2017",695,0.45,0.55,0.001,0.177,0.79,0.026,0.26,0.119,0.988,0.864,302,290,291,55
"08X069 2013",604,0.513,0.487,0.022,0.171,0.781,0.017,0.187,0.109,0.934,NA,264,307,262,65
"08X069 2014",589,0.542,0.458,0.02,0.17,0.789,0.01,0.217,0.087,0.907,NA,233,317,229,68
"08X069 2015",604,0.517,0.483,0.02,0.157,0.803,0.012,0.22,0.104,0.891,0.724,232,316,228,72
"08X069 2016",622,0.498,0.502,0.016,0.161,0.804,0.011,0.233,0.079,0.887,0.728,254,313,251,75
"08X069 2017",605,0.489,0.511,0.015,0.15,0.81,0.015,0.217,0.078,0.884,0.712,255,314,247,84
"08X071 2013",NA,0.494,0.506,0.072,0.045,0.591,0.282,0.187,0.064,0.746,NA,1160,303,1155,61
"08X071 2014",NA,0.49,0.51,0.07,0.038,0.606,0.276,0.218,0.055,0.761,NA,1159,309,1162,65
"08X071 2015",NA,0.481,0.519,0.069,0.041,0.613,0.265,0.215,0.069,0.752,0.503,1121,311,1115,67
"08X071 2016",NA,0.487,0.513,0.071,0.039,0.621,0.258,0.202,0.074,0.74,0.485,1094,311,1096,73
"08X071 2017",NA,0.488,0.512,0.077,0.047,0.621,0.242,0.195,0.085,0.747,0.47,1128,306,1121,70
"08X072 2013",883,0.495,0.505,0.051,0.203,0.693,0.049,0.18,0.058,0.87,NA,358,295,356,56
"08X072 2014",896,0.493,0.507,0.041,0.209,0.698,0.049,0.231,0.052,0.864,NA,361,298,363,53
"08X072 2015",877,0.486,0.514,0.036,0.204,0.714,0.043,0.255,0.048,0.87,0.731,373,290,370,53
"08X072 2016",877,0.485,0.515,0.032,0.195,0.721,0.051,0.285,0.054,0.847,0.749,351,291,354,63
"08X072 2017",858,0.481,0.519,0.04,0.197,0.718,0.044,0.26,0.054,0.853,0.734,318,293,307,63
"08X075 2013",587,0.486,0.514,0.002,0.264,0.707,0.019,0.155,0.104,1,NA,244,291,243,56
"08X075 2014",579,0.475,0.525,0.005,0.268,0.71,0.01,0.185,0.117,1,NA,242,298,239,56
"08X075 2015",611,0.484,0.516,0.011,0.27,0.705,0.011,0.227,0.144,1,0.903,247,287,238,50
"08X075 2016",673,0.47,0.53,0.009,0.262,0.71,0.015,0.218,0.126,1,0.882,270,288,266,57
"08X075 2017",641,0.49,0.51,0.011,0.237,0.721,0.025,0.217,0.153,1,0.862,274,292,268,57
"08X093 2013",366,0.519,0.481,0.005,0.585,0.374,0.025,0.224,0.093,1,NA,157,293,155,58
"08X093 2014",392,0.5,0.5,0,0.599,0.367,0.02,0.232,0.082,1,NA,164,290,159,54
"08X093 2015",403,0.467,0.533,0,0.588,0.385,0.012,0.238,0.079,1,0.658,169,286,166,50
"08X093 2016",384,0.482,0.518,0,0.573,0.398,0.016,0.263,0.089,1,0.645,154,287,149,57
"08X093 2017",358,0.472,0.528,0.003,0.531,0.433,0.011,0.232,0.064,1,0.641,135,289,136,57
"08X100 2013",627,0.474,0.526,0.008,0.365,0.608,0.011,0.222,0.062,1,NA,273,289,270,51
"08X100 2014",596,0.49,0.51,0.007,0.362,0.606,0.012,0.265,0.074,1,NA,273,288,271,51
"08X100 2015",583,0.487,0.513,0.01,0.338,0.631,0.012,0.3,0.055,1,0.862,262,288,262,55
"08X100 2016",612,0.482,0.518,0.01,0.332,0.636,0.01,0.273,0.049,1,0.851,278,282,277,60
"08X100 2017",596,0.471,0.529,0.005,0.299,0.664,0.012,0.255,0.067,1,0.849,265,268,269,54
"08X101 2013",484,0.496,0.504,0.149,0.126,0.548,0.171,0.13,0.006,0.707,NA,480,306,480,72
